Booking ID,Customer ID,Age,Gender,Destination,Travel Mode,Package Type,Booking Date,Travel Start Date,Travel End Date,Number of Travelers,Cost per Person,Total Cost,Discount,Net Amount,Booking Source,Payment Method,Feedback Score
BK_11266,CUST_1162,27,Male,Dubai,Bus,Luxury,2024-09-26,2024-11-05,2024-11-15,5,3020.47,15102.35,400.79,14701.56,Website,PayPal,4
BK_11267,CUST_5351,24,Male,Tokyo,Flight,Standard,2022-08-25,2022-09-12,2022-09-20,4,2363.21,9452.84,174.61,9278.23,App,Credit Card,1
BK_11268,CUST_1961,68,Female,Cairo,Bus,Luxury,2025-06-03,2025-06-26,2025-07-06,1,4072.48,4072.48,375.64,3696.84,Website,Credit Card,2
BK_11269,CUST_1497,70,Male,Tokyo,Bus,Budget,2024-04-27,2024-06-07,2024-06-15,3,2978.76,8936.28,703.64,8232.64,In-Office,Bank Transfer,4
BK_11270,CUST_5078,21,Female,Dubai,Train,Luxury,2024-07-01,2024-07-12,2024-07-22,6,1904.45,11426.7,1991.59,9435.11,In-Office,Bank Transfer,4
BK_11271,CUST_1116,54,Male,Sydney,Cruise,Luxury,2023-04-06,2023-05-09,2023-05-23,5,1856.56,9282.8,1540.07,7742.73,Phone,Credit Card,5
BK_11272,CUST_5872,38,Female,Auckland,Cruise,Budget,2024-08-19,2024-09-19,2024-09-30,3,4745.27,14235.81,2482.23,11753.58,Website,Bank Transfer,4
BK_11273,CUST_2856,61,Male,New York,Train,Budget,2022-07-06,2022-08-16,2022-08-23,1,1719.55,1719.55,306.91,1412.64,In-Office,PayPal,5
BK_11274,CUST_3382,62,Female,Tokyo,Bus,Premium,2025-05-02,2025-05-19,2025-05-25,1,3243.56,3243.56,321.81,2921.75,In-Office,Credit Card,4
BK_11275,CUST_4586,37,Male,Paris,Flight,Budget,2022-12-26,2023-01-22,2023-02-02,3,2440.59,7321.77,216.32,7105.45,App,Credit Card,1
BK_11276,CUST_1003,58,Male,Sydney,Flight,Luxury,2024-12-15,2025-01-29,2025-02-02,2,4338.0,8676.0,1102.6,7573.4,App,Debit Card,2
BK_11277,CUST_1674,45,Female,Bangkok,Train,Standard,2023-11-11,2024-01-06,2024-01-15,2,2526.69,5053.38,890.98,4162.4,Website,Credit Card,3
BK_11278,CUST_2980,52,Male,New York,Bus,Luxury,2022-08-20,2022-10-13,2022-10-24,3,1407.54,4222.62,159.07,4063.55,Phone,PayPal,2
BK_11279,CUST_3902,56,Female,Sydney,Flight,Standard,2025-01-09,2025-02-26,2025-03-03,6,3515.1,21090.6,2621.82,18468.78,App,PayPal,2
BK_11280,CUST_5255,49,Male,Rome,Cruise,Standard,2025-03-16,2025-03-28,2025-04-07,5,3874.26,19371.3,1166.41,18204.89,Website,PayPal,3
BK_11281,CUST_3262,40,Male,Sydney,Bus,Standard,2024-03-19,2024-04-06,2024-04-09,5,3580.51,17902.55,829.14,17073.41,Website,Bank Transfer,1
BK_11282,CUST_2268,37,Female,Tokyo,Cruise,Budget,2023-04-12,2023-05-17,2023-05-22,1,1428.51,1428.51,218.93,1209.58,Phone,Debit Card,2
BK_11283,CUST_2418,57,Female,Cairo,Train,Premium,2023-04-28,2023-06-19,2023-07-01,1,3070.18,3070.18,250.18,2820.0,Website,Debit Card,1
BK_11284,CUST_2471,29,Male,Sydney,Train,Budget,2024-07-02,2024-07-29,2024-08-11,1,4460.73,4460.73,826.5,3634.23,Phone,PayPal,4
BK_11285,CUST_5598,74,Female,Bangkok,Bus,Premium,2024-06-06,2024-07-21,2024-08-04,5,3694.83,18474.15,1242.61,17231.54,App,Debit Card,3
BK_11286,CUST_4163,66,Male,Auckland,Bus,Budget,2024-11-01,2024-11-17,2024-11-29,1,3917.58,3917.58,510.96,3406.62,In-Office,PayPal,3
BK_11287,CUST_3034,32,Male,Cairo,Cruise,Luxury,2024-12-21,2025-02-02,2025-02-12,6,3490.96,20945.76,698.98,20246.78,App,Debit Card,5
BK_11288,CUST_3653,56,Female,Auckland,Flight,Luxury,2024-12-08,2024-12-25,2025-01-09,2,4745.73,9491.46,1314.82,8176.64,Phone,Credit Card,1
BK_11289,CUST_5114,43,Female,Paris,Train,Premium,2023-10-28,2023-12-13,2023-12-26,4,3151.4,12605.6,1433.18,11172.42,Phone,Debit Card,1
BK_11290,CUST_4563,57,Female,Bangkok,Flight,Premium,2023-04-23,2023-05-20,2023-06-01,6,1985.23,11911.38,1598.35,10313.03,Website,Credit Card,5
BK_11291,CUST_5610,44,Male,Sydney,Cruise,Budget,2024-03-14,2024-04-26,2024-04-29,1,3814.25,3814.25,467.53,3346.72,App,Debit Card,3
BK_11292,CUST_4837,28,Female,Paris,Train,Standard,2024-05-20,2024-07-10,2024-07-23,3,3509.09,10527.27,1995.59,8531.68,Phone,Bank Transfer,1
BK_11293,CUST_4551,55,Female,New York,Train,Premium,2023-05-10,2023-07-07,2023-07-19,1,1149.63,1149.63,58.81,1090.82,In-Office,Debit Card,1
BK_11294,CUST_2301,74,Female,Cairo,Train,Luxury,2024-12-07,2025-01-08,2025-01-16,3,3974.45,11923.35,2312.3,9611.05,In-Office,Debit Card,1
BK_11295,CUST_2878,21,Female,Dubai,Train,Standard,2025-04-15,2025-05-25,2025-05-30,3,3515.31,10545.93,307.41,10238.52,Website,Bank Transfer,5
BK_11296,CUST_4026,55,Male,Rome,Cruise,Premium,2024-07-10,2024-08-04,2024-08-19,1,4542.64,4542.64,404.75,4137.89,Phone,Debit Card,1
BK_11297,CUST_3507,24,Male,Sydney,Flight,Premium,2023-09-29,2023-11-28,2023-12-12,5,2902.27,14511.35,2121.03,12390.32,In-Office,Debit Card,4
BK_11298,CUST_4907,62,Male,Auckland,Train,Premium,2024-03-05,2024-04-13,2024-04-24,2,2481.02,4962.04,572.67,4389.37,Phone,Debit Card,3
BK_11299,CUST_1261,75,Female,New York,Bus,Premium,2023-12-29,2024-02-01,2024-02-11,3,1386.83,4160.49,407.8,3752.69,Phone,PayPal,3
BK_11300,CUST_4113,33,Male,New York,Train,Luxury,2024-09-09,2024-09-19,2024-09-28,4,2765.09,11060.36,2115.0,8945.36,Website,Debit Card,5
BK_11301,CUST_1287,57,Male,Rome,Flight,Premium,2025-03-25,2025-04-14,2025-04-18,6,2420.37,14522.22,2012.37,12509.85,Website,Debit Card,3
BK_11302,CUST_4013,26,Female,Cairo,Cruise,Budget,2024-04-13,2024-05-09,2024-05-19,3,776.4,2329.2,135.1,2194.1,Website,Bank Transfer,3
BK_11303,CUST_3702,70,Female,Dubai,Train,Budget,2024-10-08,2024-10-18,2024-10-28,5,837.53,4187.65,16.37,4171.28,Phone,Debit Card,1
BK_11304,CUST_1778,45,Female,Paris,Bus,Luxury,2024-03-17,2024-05-15,2024-05-19,1,644.14,644.14,9.31,634.83,Website,PayPal,5
BK_11305,CUST_1381,24,Male,Auckland,Bus,Budget,2022-08-02,2022-09-24,2022-10-09,5,3616.94,18084.7,595.84,17488.86,App,Bank Transfer,1
BK_11306,CUST_1634,35,Female,Sydney,Bus,Budget,2023-08-03,2023-09-25,2023-10-02,6,2802.33,16813.98,1952.61,14861.37,Phone,Bank Transfer,4
BK_11307,CUST_3735,45,Female,Bangkok,Train,Premium,2024-02-08,2024-02-21,2024-03-01,2,2967.68,5935.36,828.49,5106.87,In-Office,Credit Card,4
BK_11308,CUST_3751,29,Male,Auckland,Cruise,Budget,2024-10-31,2024-12-10,2024-12-16,4,4629.57,18518.28,3108.48,15409.8,Phone,PayPal,5
BK_11309,CUST_5184,66,Male,Paris,Cruise,Standard,2022-08-11,2022-10-02,2022-10-15,4,1893.24,7572.96,1138.54,6434.42,Website,Bank Transfer,5
BK_11310,CUST_2245,24,Male,Rome,Bus,Premium,2025-02-22,2025-04-08,2025-04-19,6,4478.79,26872.74,5103.18,21769.56,Phone,Debit Card,2
BK_11311,CUST_2339,44,Female,Dubai,Flight,Premium,2024-09-18,2024-10-26,2024-11-01,3,2436.72,7310.16,507.62,6802.54,App,PayPal,4
BK_11312,CUST_3526,53,Female,Auckland,Cruise,Standard,2022-12-16,2022-12-27,2023-01-03,6,3553.43,21320.58,2565.7,18754.88,Phone,PayPal,4
BK_11313,CUST_4415,70,Male,Cairo,Cruise,Budget,2022-10-23,2022-11-12,2022-11-22,6,4882.35,29294.1,650.36,28643.74,Website,Debit Card,1
BK_11314,CUST_4759,69,Male,Dubai,Train,Standard,2025-02-16,2025-03-20,2025-04-01,1,2356.92,2356.92,322.49,2034.43,Website,Bank Transfer,5
BK_11315,CUST_5956,52,Female,Sydney,Cruise,Standard,2024-09-01,2024-09-26,2024-09-30,1,905.86,905.86,164.7,741.16,Phone,PayPal,1
BK_11316,CUST_3637,33,Female,Bangkok,Train,Luxury,2025-04-20,2025-05-07,2025-05-20,5,4052.96,20264.8,3445.0,16819.8,App,Credit Card,1
BK_11317,CUST_4462,57,Female,Cairo,Flight,Standard,2023-04-01,2023-04-16,2023-04-27,4,2308.59,9234.36,1131.94,8102.42,Website,Bank Transfer,2
BK_11318,CUST_4975,73,Female,Tokyo,Train,Luxury,2023-10-11,2023-10-30,2023-11-13,6,715.88,4295.28,676.36,3618.92,App,Debit Card,2
BK_11319,CUST_1596,61,Female,Cairo,Train,Budget,2023-10-18,2023-11-19,2023-11-24,2,3625.83,7251.66,985.7,6265.96,In-Office,Debit Card,3
BK_11320,CUST_4579,67,Male,Rome,Train,Luxury,2024-07-29,2024-08-26,2024-09-04,4,1743.27,6973.08,363.8,6609.28,In-Office,Debit Card,2
BK_11321,CUST_5932,37,Female,Auckland,Train,Premium,2023-02-21,2023-04-10,2023-04-19,4,688.95,2755.8,444.88,2310.92,Website,Credit Card,4
BK_11322,CUST_3442,40,Female,Dubai,Flight,Standard,2023-11-06,2024-01-03,2024-01-17,1,2355.78,2355.78,376.28,1979.5,Website,PayPal,1
BK_11323,CUST_5504,65,Female,Bangkok,Cruise,Standard,2024-12-29,2025-02-19,2025-02-27,4,1617.92,6471.68,504.62,5967.06,In-Office,PayPal,1
BK_11324,CUST_4388,39,Male,Paris,Flight,Standard,2023-12-17,2024-01-13,2024-01-18,6,3108.55,18651.3,547.69,18103.61,Phone,PayPal,4
BK_11325,CUST_1261,55,Male,Dubai,Cruise,Budget,2024-07-01,2024-08-09,2024-08-16,1,667.06,667.06,118.87,548.19,App,Bank Transfer,5
BK_11326,CUST_2068,35,Female,Tokyo,Bus,Luxury,2022-08-23,2022-09-12,2022-09-21,4,4064.7,16258.8,642.51,15616.29,Phone,Credit Card,5
BK_11327,CUST_5176,46,Male,New York,Bus,Luxury,2024-01-12,2024-03-05,2024-03-16,1,3674.87,3674.87,430.73,3244.14,App,Credit Card,2
BK_11328,CUST_1157,72,Male,Auckland,Flight,Budget,2023-10-16,2023-10-31,2023-11-09,1,1007.57,1007.57,16.25,991.32,Phone,PayPal,5
BK_11329,CUST_2042,24,Female,Auckland,Bus,Premium,2023-09-26,2023-10-08,2023-10-12,6,989.97,5939.82,119.05,5820.77,App,Debit Card,3
BK_11330,CUST_5747,54,Female,Dubai,Flight,Budget,2022-12-27,2023-02-18,2023-02-25,3,629.94,1889.82,7.65,1882.17,In-Office,PayPal,2
BK_11331,CUST_1808,19,Female,Sydney,Train,Premium,2025-02-11,2025-03-12,2025-03-27,2,2265.25,4530.5,22.86,4507.64,Website,Debit Card,1
BK_11332,CUST_2067,65,Male,Sydney,Bus,Budget,2024-08-27,2024-09-13,2024-09-27,6,725.47,4352.82,786.84,3565.98,In-Office,PayPal,4
BK_11333,CUST_1493,70,Male,Auckland,Cruise,Standard,2024-09-12,2024-09-22,2024-10-06,1,2859.99,2859.99,102.57,2757.42,App,Bank Transfer,3
BK_11334,CUST_3301,28,Female,Sydney,Bus,Budget,2024-01-26,2024-03-03,2024-03-07,2,2704.35,5408.7,282.99,5125.71,In-Office,Debit Card,4
BK_11335,CUST_5378,58,Female,Cairo,Train,Premium,2024-08-28,2024-10-09,2024-10-19,2,4975.1,9950.2,1970.31,7979.89,Website,Debit Card,1
BK_11336,CUST_5765,64,Male,Tokyo,Bus,Luxury,2024-11-02,2024-12-12,2024-12-25,6,795.27,4771.62,566.25,4205.37,Phone,Bank Transfer,3
BK_11337,CUST_2658,70,Female,Tokyo,Bus,Premium,2023-08-16,2023-09-27,2023-10-01,3,2224.18,6672.54,266.39,6406.15,Website,PayPal,5
BK_11338,CUST_4624,33,Male,Sydney,Cruise,Budget,2022-08-11,2022-10-09,2022-10-21,4,3495.8,13983.2,822.51,13160.69,Website,Debit Card,5
BK_11339,CUST_1831,68,Male,Sydney,Cruise,Standard,2023-05-09,2023-06-27,2023-06-30,2,3964.71,7929.42,1456.63,6472.79,App,Bank Transfer,2
BK_11340,CUST_4943,25,Male,Rome,Train,Standard,2023-04-11,2023-05-16,2023-05-29,3,4145.7,12437.1,1672.56,10764.54,Phone,Debit Card,4
BK_11341,CUST_4589,35,Female,Cairo,Train,Luxury,2024-04-09,2024-06-07,2024-06-10,3,602.98,1808.94,5.42,1803.52,In-Office,Debit Card,4
BK_11342,CUST_5359,20,Male,Sydney,Train,Budget,2024-02-26,2024-04-09,2024-04-14,1,1554.48,1554.48,223.85,1330.63,Website,Bank Transfer,1
BK_11343,CUST_3356,44,Female,Paris,Cruise,Premium,2022-10-09,2022-11-28,2022-12-09,3,1956.99,5870.97,114.91,5756.06,In-Office,PayPal,5
BK_11344,CUST_4277,67,Male,Cairo,Train,Standard,2022-11-18,2022-12-31,2023-01-09,1,3556.05,3556.05,141.61,3414.44,Phone,Credit Card,5
BK_11345,CUST_5087,54,Female,Bangkok,Cruise,Budget,2025-02-28,2025-03-23,2025-03-29,6,3034.98,18209.88,991.16,17218.72,In-Office,PayPal,4
BK_11346,CUST_1011,42,Female,New York,Bus,Budget,2025-03-16,2025-05-08,2025-05-22,5,864.56,4322.8,192.32,4130.48,Phone,Credit Card,1
BK_11347,CUST_3921,23,Female,Sydney,Cruise,Budget,2023-03-17,2023-04-23,2023-04-29,6,1513.11,9078.66,183.11,8895.55,App,Debit Card,2
BK_11348,CUST_3919,30,Male,New York,Flight,Budget,2024-05-01,2024-06-11,2024-06-16,1,1383.59,1383.59,155.3,1228.29,Website,PayPal,2
BK_11349,CUST_4732,51,Female,Paris,Train,Standard,2022-08-04,2022-09-17,2022-10-02,1,4495.49,4495.49,124.85,4370.64,Phone,Bank Transfer,4
BK_11350,CUST_3237,49,Female,Auckland,Cruise,Luxury,2024-07-06,2024-07-28,2024-08-06,3,4074.61,12223.83,513.74,11710.09,Phone,Debit Card,3
BK_11351,CUST_3527,38,Female,Sydney,Cruise,Budget,2022-10-19,2022-12-06,2022-12-20,2,585.44,1170.88,12.37,1158.51,Phone,Bank Transfer,4
BK_11352,CUST_1038,61,Male,New York,Flight,Budget,2024-10-14,2024-12-13,2024-12-24,5,826.87,4134.35,456.5,3677.85,Website,Debit Card,3
BK_11353,CUST_3130,38,Female,Cairo,Cruise,Premium,2023-09-19,2023-10-21,2023-11-02,2,3313.96,6627.92,1266.5,5361.42,App,Bank Transfer,5
BK_11354,CUST_3642,60,Male,New York,Flight,Premium,2023-11-30,2023-12-20,2024-01-04,1,2282.92,2282.92,184.52,2098.4,Phone,PayPal,4
BK_11355,CUST_4431,39,Female,Dubai,Flight,Standard,2023-12-01,2024-01-30,2024-02-02,3,572.59,1717.77,67.5,1650.27,In-Office,Credit Card,2
BK_11356,CUST_3102,62,Male,Tokyo,Train,Premium,2022-08-03,2022-09-05,2022-09-08,2,4190.74,8381.48,1167.49,7213.99,Phone,Bank Transfer,5
BK_11357,CUST_5633,34,Male,Dubai,Bus,Budget,2023-09-18,2023-11-17,2023-11-27,1,3565.67,3565.67,42.65,3523.02,App,Credit Card,3
BK_11358,CUST_1511,25,Female,Cairo,Flight,Luxury,2024-01-10,2024-01-26,2024-02-06,5,2588.43,12942.15,2207.43,10734.72,App,Debit Card,5
BK_11359,CUST_3152,48,Female,Cairo,Cruise,Luxury,2024-05-19,2024-06-28,2024-07-09,2,1512.35,3024.7,136.21,2888.49,In-Office,Bank Transfer,4
BK_11360,CUST_5913,42,Male,Tokyo,Bus,Standard,2025-04-06,2025-05-26,2025-06-09,3,645.96,1937.88,234.52,1703.36,In-Office,Credit Card,3
BK_11361,CUST_5938,75,Male,Tokyo,Bus,Budget,2025-03-14,2025-04-01,2025-04-07,6,1574.38,9446.28,456.86,8989.42,In-Office,Bank Transfer,3
BK_11362,CUST_5197,54,Male,Auckland,Cruise,Standard,2024-08-20,2024-10-05,2024-10-20,1,3690.24,3690.24,307.83,3382.41,In-Office,Debit Card,4
BK_11363,CUST_1599,60,Male,Bangkok,Flight,Standard,2024-07-12,2024-08-28,2024-09-03,3,2107.74,6323.22,680.71,5642.51,App,PayPal,4
BK_11364,CUST_4900,53,Male,Tokyo,Bus,Luxury,2024-04-11,2024-06-03,2024-06-18,4,4081.4,16325.6,1006.18,15319.42,App,Credit Card,3
BK_11365,CUST_3907,67,Male,Bangkok,Bus,Budget,2023-04-28,2023-06-23,2023-06-27,5,2574.51,12872.55,2049.45,10823.1,Website,Credit Card,2
BK_11366,CUST_3996,59,Male,Sydney,Bus,Standard,2024-03-04,2024-04-25,2024-05-10,1,2001.98,2001.98,230.68,1771.3,Phone,Debit Card,3
BK_11367,CUST_5915,42,Female,Paris,Bus,Luxury,2023-07-04,2023-07-20,2023-08-04,3,680.13,2040.39,342.79,1697.6,Phone,Bank Transfer,1
BK_11368,CUST_1075,62,Female,Cairo,Train,Standard,2024-11-02,2024-12-15,2024-12-28,4,4378.65,17514.6,2267.8,15246.8,In-Office,PayPal,3
BK_11369,CUST_5397,53,Female,Sydney,Flight,Luxury,2023-01-10,2023-02-24,2023-03-05,2,2714.55,5429.1,603.43,4825.67,Phone,Debit Card,2
BK_11370,CUST_2717,65,Male,Bangkok,Flight,Premium,2023-08-10,2023-09-27,2023-10-08,6,4570.5,27423.0,3696.58,23726.42,Website,PayPal,1
BK_11371,CUST_3159,27,Female,Sydney,Train,Premium,2024-11-13,2025-01-12,2025-01-18,6,1803.39,10820.34,1996.16,8824.18,In-Office,Bank Transfer,3
BK_11372,CUST_5369,41,Female,Auckland,Train,Premium,2023-11-28,2023-12-18,2023-12-31,3,2674.03,8022.09,1187.78,6834.31,App,Debit Card,4
BK_11373,CUST_5378,45,Female,Dubai,Train,Premium,2024-07-07,2024-08-05,2024-08-10,6,1177.22,7063.32,195.32,6868.0,Phone,Credit Card,5
BK_11374,CUST_5881,50,Female,Sydney,Bus,Standard,2023-10-21,2023-11-15,2023-11-24,6,2003.48,12020.88,2184.29,9836.59,App,Debit Card,2
BK_11375,CUST_3914,69,Male,Dubai,Flight,Budget,2023-04-13,2023-06-01,2023-06-11,6,2487.62,14925.72,1872.97,13052.75,In-Office,Bank Transfer,2
BK_11376,CUST_3625,52,Male,Cairo,Cruise,Standard,2024-03-01,2024-04-04,2024-04-12,4,3810.07,15240.28,2875.72,12364.56,Website,PayPal,3
BK_11377,CUST_4342,38,Female,Sydney,Cruise,Premium,2023-02-01,2023-02-14,2023-02-22,1,3659.19,3659.19,473.87,3185.32,In-Office,Bank Transfer,5
BK_11378,CUST_1358,27,Female,New York,Train,Standard,2024-06-18,2024-08-06,2024-08-12,2,4328.74,8657.48,1654.49,7002.99,In-Office,Bank Transfer,1
BK_11379,CUST_2065,63,Male,Dubai,Bus,Standard,2023-02-23,2023-04-03,2023-04-11,5,2326.55,11632.75,2004.67,9628.08,Phone,PayPal,2
BK_11380,CUST_1892,29,Female,Paris,Flight,Budget,2025-01-09,2025-02-20,2025-02-27,6,4590.73,27544.38,3417.9,24126.48,In-Office,Bank Transfer,5
BK_11381,CUST_1792,75,Female,Paris,Bus,Luxury,2023-11-18,2023-12-26,2023-12-30,2,4787.75,9575.5,852.41,8723.09,App,Debit Card,2
BK_11382,CUST_2211,26,Male,Tokyo,Flight,Premium,2024-02-28,2024-03-09,2024-03-15,1,801.41,801.41,154.38,647.03,Website,PayPal,4
BK_11383,CUST_5051,73,Female,Dubai,Bus,Premium,2025-03-28,2025-05-05,2025-05-15,4,3546.47,14185.88,2436.54,11749.34,App,Bank Transfer,2
BK_11384,CUST_4868,18,Male,Bangkok,Flight,Standard,2023-05-14,2023-06-05,2023-06-17,3,3255.66,9766.98,703.36,9063.62,Website,PayPal,2
BK_11385,CUST_5567,43,Male,Bangkok,Bus,Standard,2024-12-11,2025-01-19,2025-01-23,5,3163.93,15819.65,1520.38,14299.27,Website,Bank Transfer,5
BK_11386,CUST_4612,64,Female,Sydney,Cruise,Budget,2024-02-12,2024-03-02,2024-03-11,4,4952.09,19808.36,1795.66,18012.7,Phone,Bank Transfer,2
BK_11387,CUST_4983,50,Male,Rome,Cruise,Standard,2022-07-27,2022-08-22,2022-09-03,1,2128.38,2128.38,159.35,1969.03,Website,Debit Card,5
BK_11388,CUST_2680,57,Female,Dubai,Train,Luxury,2022-10-29,2022-11-19,2022-12-02,1,2655.92,2655.92,148.06,2507.86,In-Office,Debit Card,1
BK_11389,CUST_1738,30,Female,Auckland,Flight,Standard,2024-01-15,2024-03-10,2024-03-19,6,1346.58,8079.48,1607.06,6472.42,App,PayPal,5
BK_11390,CUST_4751,67,Female,Sydney,Cruise,Premium,2023-04-01,2023-05-15,2023-05-20,4,3762.38,15049.52,2186.34,12863.18,App,Debit Card,1
BK_11391,CUST_4066,41,Female,Auckland,Train,Luxury,2024-09-03,2024-09-18,2024-10-02,5,4655.14,23275.7,3390.68,19885.02,Phone,PayPal,5
BK_11392,CUST_2079,38,Male,Paris,Flight,Standard,2023-08-31,2023-10-24,2023-11-08,4,993.13,3972.52,762.03,3210.49,Phone,Credit Card,3
BK_11393,CUST_3796,55,Male,Sydney,Bus,Standard,2025-03-21,2025-04-19,2025-04-26,3,2385.53,7156.59,853.17,6303.42,Website,Debit Card,3
BK_11394,CUST_4235,42,Male,Dubai,Flight,Luxury,2023-09-26,2023-11-23,2023-12-01,3,4300.96,12902.88,411.9,12490.98,In-Office,Credit Card,3
BK_11395,CUST_5280,23,Female,Dubai,Train,Premium,2023-04-11,2023-05-20,2023-06-03,1,1651.96,1651.96,83.78,1568.18,In-Office,PayPal,4
BK_11396,CUST_5232,45,Male,Cairo,Bus,Premium,2023-01-29,2023-03-14,2023-03-28,3,737.0,2211.0,414.54,1796.46,Website,Debit Card,1
BK_11397,CUST_2989,56,Male,New York,Train,Budget,2023-03-08,2023-04-17,2023-05-02,4,3314.04,13256.16,520.5,12735.66,Website,Debit Card,4
BK_11398,CUST_1080,30,Male,Bangkok,Flight,Standard,2024-07-23,2024-09-15,2024-09-23,4,1754.83,7019.32,632.41,6386.91,App,Credit Card,1
BK_11399,CUST_3532,65,Male,Dubai,Flight,Standard,2023-06-14,2023-06-24,2023-07-04,5,2999.66,14998.3,2927.51,12070.79,Phone,Bank Transfer,3
BK_11400,CUST_5340,27,Male,Sydney,Flight,Budget,2022-10-01,2022-10-18,2022-10-28,1,1206.1,1206.1,102.7,1103.4,Website,Bank Transfer,5
BK_11401,CUST_4557,42,Male,Sydney,Flight,Premium,2022-11-16,2022-12-23,2023-01-01,4,4400.51,17602.04,1871.03,15731.01,Phone,PayPal,2
BK_11402,CUST_1373,35,Female,Rome,Cruise,Budget,2025-05-15,2025-07-10,2025-07-25,6,4023.74,24142.44,477.26,23665.18,App,Debit Card,4
BK_11403,CUST_1715,22,Male,Sydney,Cruise,Standard,2023-08-14,2023-09-08,2023-09-19,4,2851.96,11407.84,679.01,10728.83,Website,PayPal,4
BK_11404,CUST_3927,65,Female,Bangkok,Train,Standard,2022-09-23,2022-10-27,2022-11-11,2,1846.69,3693.38,82.7,3610.68,In-Office,Debit Card,3
BK_11405,CUST_3100,56,Female,Sydney,Cruise,Luxury,2025-03-29,2025-04-26,2025-05-09,2,2804.64,5609.28,686.53,4922.75,Website,Bank Transfer,3
BK_11406,CUST_2060,24,Female,Dubai,Flight,Luxury,2024-04-10,2024-05-27,2024-05-31,1,2372.66,2372.66,130.49,2242.17,Phone,PayPal,4
BK_11407,CUST_1187,57,Female,New York,Train,Luxury,2025-05-20,2025-06-09,2025-06-23,4,4512.29,18049.16,1331.87,16717.29,Website,Debit Card,4
BK_11408,CUST_4702,68,Female,Paris,Train,Premium,2022-07-31,2022-08-14,2022-08-20,4,1608.89,6435.56,190.64,6244.92,App,Credit Card,1
BK_11409,CUST_4704,33,Female,Bangkok,Flight,Luxury,2024-07-03,2024-07-21,2024-08-05,2,2296.2,4592.4,112.77,4479.63,App,Debit Card,5
BK_11410,CUST_2994,54,Male,New York,Bus,Standard,2023-02-16,2023-03-25,2023-04-04,5,4225.27,21126.35,1619.23,19507.12,App,Credit Card,4
BK_11411,CUST_4167,22,Female,Auckland,Flight,Premium,2022-06-20,2022-07-31,2022-08-14,3,4496.14,13488.42,2102.93,11385.49,App,PayPal,2
BK_11412,CUST_1062,36,Male,Dubai,Train,Luxury,2022-07-26,2022-09-04,2022-09-13,6,4398.38,26390.28,627.09,25763.19,App,Credit Card,3
BK_11413,CUST_3140,27,Male,Sydney,Bus,Budget,2023-10-17,2023-10-31,2023-11-14,5,1335.31,6676.55,919.93,5756.62,Phone,Debit Card,2
BK_11414,CUST_5129,30,Female,Tokyo,Flight,Standard,2023-03-07,2023-03-27,2023-04-09,5,2868.76,14343.8,515.64,13828.16,Phone,Credit Card,5
BK_11415,CUST_4658,50,Male,New York,Cruise,Premium,2022-12-08,2023-01-29,2023-02-03,2,1524.92,3049.84,582.03,2467.81,Phone,PayPal,4
BK_11416,CUST_5070,75,Female,Sydney,Train,Luxury,2024-08-14,2024-09-19,2024-09-25,3,2092.57,6277.71,378.82,5898.89,Website,PayPal,3
BK_11417,CUST_2402,24,Male,Paris,Flight,Budget,2022-08-03,2022-08-21,2022-08-26,3,2331.93,6995.79,276.73,6719.06,Phone,PayPal,1
BK_11418,CUST_5739,59,Male,Tokyo,Train,Budget,2025-06-03,2025-07-29,2025-08-11,4,3801.23,15204.92,397.02,14807.9,App,Debit Card,5
BK_11419,CUST_3582,22,Male,Cairo,Train,Budget,2024-12-31,2025-02-25,2025-03-10,2,2466.46,4932.92,140.84,4792.08,In-Office,Debit Card,4
BK_11420,CUST_4703,75,Female,Paris,Bus,Premium,2024-05-26,2024-07-02,2024-07-14,6,3054.72,18328.32,575.07,17753.25,Phone,Bank Transfer,2
BK_11421,CUST_1780,37,Female,Auckland,Bus,Premium,2023-08-15,2023-09-11,2023-09-16,5,2323.65,11618.25,1982.76,9635.49,App,Bank Transfer,3
BK_11422,CUST_2873,30,Male,Tokyo,Flight,Standard,2023-02-10,2023-02-21,2023-03-04,3,3145.29,9435.87,72.55,9363.32,Website,Bank Transfer,4
BK_11423,CUST_5760,61,Male,Dubai,Train,Standard,2025-03-30,2025-04-28,2025-05-05,1,2885.96,2885.96,414.87,2471.09,Phone,Bank Transfer,4
BK_11424,CUST_5448,73,Male,Dubai,Cruise,Standard,2024-06-17,2024-07-15,2024-07-27,4,4440.55,17762.2,855.63,16906.57,Website,Credit Card,2
BK_11425,CUST_1858,49,Female,Paris,Bus,Budget,2023-11-16,2023-12-14,2023-12-28,6,4131.83,24790.98,1471.91,23319.07,In-Office,Credit Card,1
BK_11426,CUST_3318,72,Female,New York,Train,Standard,2023-03-11,2023-03-31,2023-04-08,2,1265.59,2531.18,291.09,2240.09,In-Office,Debit Card,4
BK_11427,CUST_2476,26,Male,Rome,Train,Premium,2024-06-15,2024-07-11,2024-07-16,2,1936.54,3873.08,446.91,3426.17,App,PayPal,1
BK_11428,CUST_2163,55,Male,Sydney,Flight,Budget,2025-03-28,2025-05-01,2025-05-12,1,2144.46,2144.46,277.43,1867.03,In-Office,Credit Card,5
